reference;postal_code;date;price;latitude;longitude;type;energy_class;description_text;url;transport_station_name
E79/0888 /  17 octobre 2024;95490.0;17/10/2024;550000.0;49.034713;2.028277;maison;D;"Grande maison 172 m2 à Vauréal village. Maison familiale.

Au rez-de-chaussée : Une cuisine ouverte, une salle de bain, douche à l'italienne et toilettes séparées, grand salon, séjour cathédrale, cheminée entretenue et fonctionnelle, 2 chambres.

Au sous-sol : Une cave avec buanderie et pièce chaudière reliée au gaz de ville. 

À l'étage : Une chambre avec salle de bain (possibilité d'en faire chambre parentale), baignoire et douche à l'italienne ainsi qu'un toilette séparée.  
3 autres chambres dont une mansardée. 

Totalité du comble aménagé, deux pièces dont une grande.

La cuisine, les salles de bains et les toilettes ont été refaites à neuf récemment. Électricité et plomberie rénovées
Maison reliée au tout-à-l'égout.
 
3.200 m2 de terrain en lisière de forêt dont une partie constructible avec deux cabanes utiles au rangement et une terrasse circulaire autour de la maison. 
Terrain constructible ou divisible pour revente, dépendance, piscine ou terrain sportif etc

Situation :
La maison est située en sous bois et au bout d'une allée avec très peu voir quasi pas de vis a vis. Elle est entourée de sa flore et de sa faune (chevreuils) qui vous rendra visite fréquemment rendant ce cadre encore plus exceptionnel pourtant à 45 minutes de Paris par la A15 en voiture et proche de toutes commodités urbaine.

Bus 38 à 4 min à pied direct pour Cergy Préfecture, grand centre commercial, universités et grandes écoles.
RER A 45 min de Paris.

Les étangs de Cergy sont accessibles à pied par des chemins aménagés sans avoir à passer par la route en 15 min de marche. Idéal pour des balades.
10 min à pied de tous commerces et lycée/collège.

Taxe foncière 2023 : 1650 euros.
Reliée à la fibre.
N'hésitez pas à nous contacter pour de plus amples informations en nous  précisant votre situation et/ou projets.

Négociable dans la limite du raisonnable.

Joignable uniquement part Wattapp

Agences s'abstenir.  J'utilise Whatsapp. Vous pouvez proposer un appel vidéo pour visiter le logement.";https://www.pap.fr/annonces/maison-vaureal-95490-r447900888;Cergy - Saint-Christophe//Cergy - Le Haut//Cergy - Préfecture
E35/2233 /  18 octobre 2024;12000.0;18/10/2024;695000.0;44.08397;2.383281;maison;G;"TARN/OCCITANIE: 81340 Ledas-et-Penthies, 20 km de Carmaux et Requista, entre Albi et Rodez (12), à un peu plus d'une heure de Toulouse (autoroute à 5 km).

Vaste propriété/corps de ferme composée d'un corps de ferme de 800 m2, dont une maison d'habitation de 250 m2 restaurée prolongée d une bâtisse en pierre de pays. Entourée d une grange en pierre, un preau parallèle,plus la maison d antan  an 1700. formant une cour intérieure.

Situé sur un terrain de 1ha60, cet ensemble immobilier comprend , plus loin,sur ce terrain.

- un grand hangar métallique..  en deux parties, une fermée de 200 m² ; l'autre ouverte 150m².
- une bergerie en pierres de pays de 80 m2, certificat d'urbanisme validé pour rénover en habitat.

La photo satellite vous montre le tout, l'ensemble des toitures est en lauze et ardoises, soutenues de charpentes anciennes, et grosses poutres.
Les murs sont très épais et construits en pierres.

L'authenticité et la rusticité de ces bâtisses en font un bien qui a un énorme potentiel (chambre d'hôtes par exemple + activités complémentaires et/ou touristiques) : jardin clôturé, cour intérieure, etc.
Exposition sud-ouest : très ensoleillé.
500 m d'altitude.
A 2h des deux mers.

**Un ensemble rare, possibilité chambres d'hôtes, base de loisirs, haras, entreprises diverses. Merci.

Possibilité de diviser l'ensemble en 2 lots :
- Corps de ferme seul : 497 500 euros.
- Hangar métallique, bergerie, et terrain de 1.60 hectare : 197 500 euros.  Logement à consommation énergétique excessive : classe G";https://www.pap.fr/annonces/maison-rodez-38-km-corps-de-ferme-r443502233;
F30/2353 /  17 octobre 2024;33450.0;17/10/2024;450000.0;44.924359;-0.372015;maison;A;"La résidence se trouve à 25 km de Bordeaux-centre, 25 km de Saint-Émilion, et à 10 minutes des autoroutes A10 et N89. À environ 300 m, vous y trouverez : bureau de poste, supermarché, pharmacie, centre médical, infirmières, dentistes, kinésithérapeutes, podologues, et divers commerces.

C’est un concept d’habitat pour séniors autonomes dans un environnement calme et convivial. Livrée en 2014, la résidence est arborée, entretenue et sécurisée, bénéficiant d’une piscine, d’un salon-club avec animateurs, d’une chambre d’hôtes, et de terrains de boules.

La copropriété comprend 55 logements dont 14 maisons individuelles. Conformes aux normes de construction RT 2012 et labellisées BBC (isolation) et PMR (aménagement, mobilité), ces logements disposent d’un classement énergétique « A » (ancienne version).

Cette maison traversante de plain-pied d’une surface de 91 m² (loi Carrez) est adaptée aux personnes à mobilité réduite (passages de fauteuils roulants), comprenant :

• Un séjour avec 3 baies vitrées
. Une cuisine semi-ouverte équipée de meubles et électroménagers (piano avec 5 brûleurs à gaz)
• Deux chambres dont l’une avec lit mural et penderies-placards
• Une buanderie/cellier de 4 m² pour lave-linge, sèche-linge, table à repasser, et placards
• Des WC suspendus-lavants GEBERIT
• Une salle d’eau avec douche à l’italienne, sèche-serviette et chauffage individuel
• Des volets roulants électriques ; des fenêtres à ouverture oscillo-battantes
• Une cheminée avec insert à granules (consommation moyenne de 500 kg/an)
• Un chauffage par radiateurs à gaz ; une climatisation réversible été-hiver
. Double vitrage

Les espaces extérieurs comprennent :

• Une terrasse Sud de 20 m² avec store
• Une terrasse Nord de 20 m² avec store
• Un garage isolé de 23 m² avec une place de parking extérieure
• Un jardin privatif de 450 m² avec robot tondeuse

Les résidents bénéficient de divers services et équipements : minibus, club-house, espace de remise en forme, chambre d’accueil pour les amis, piscine chauffée, boulodromes, et de nombreux espaces verts entretenus.

La taxe foncière est de 1000 €.";https://www.pap.fr/annonces/maison-izon-33450-r453002353;
F20/1257 /  17 octobre 2024;6500.0;17/10/2024;689000.0;43.786924;7.515042;appartement;E;"Appartement vue mer 180° sans aucun travaux. Aucun vis-à-vis.
Cuisine équipée d'électroménager haut de gamme.
Deux chambres.
Deux salles de bains et deux toilettes.
Entrée avec penderie.
Deux caves Sécurisées. une place de parking sécurisée.
Climatisation réversible. Volets électriques.
2 terrasses. stores électriques avec capteur solaire et anémomètre.
10 min du centre-ville et gare de Garavan à pied.
Appartement situé boulevard de Garavan dans un quartier très calme.";https://www.pap.fr/annonces/appartement-menton-06500-garavan-r452001257;
F22/0080 /  18 octobre 2024;94500.0;18/10/2024;500000.0;48.81729;2.552078;maison;D;"Située au calme, dans un quartier pavillonnaire à la limite de Villiers sur Marne (Coeuilly) et 5 à 12 min  à pied de toutes commodités (boulangerie, commerces, écoles, transports).

Belle maison 6 pièces parfaitement entretenue d'une superficie de 170 m², édifiée sur un terrain entièrement clos et arboré de 350 m², comprenant :

- Au rez-de-chaussée, une entrée desservant une belle et spacieuse pièce de vie double orientation orientée Sud-Ouest et Nord-Est  avec grandes portes fenêtres ouvrant sur une jolie terrasse sans vis-à-vis, une grande cuisine dînatoire ouverte et moderne, équipée et dotée de nombreux rangements, une chambre au calme, une salle d'eau avec lavabo et sèche-serviettes, wc séparés.

- Au 1er étage, un palier dessert un dégagement avec une grande fenêtre où on peut faire coin bureau ou loisir-détente (coin couture, lecture), 3 chambres spacieuses dont l'une avec terrasse et une autre avec grand balcon, un dressing, une salle de bains avec baignoire, douche et lavabo double vasques, wc séparés.

En supplémentaire sans compter la superficie de 170 m² :
Combles aménageables isolés
Cave + très grand garage
Buanderie

Chauffage au gaz. Double vitrage. Alarme Verisure.
Appentis. Potager + arbres fruitiers. Terrasse avec barbecue.

Taxe foncière : 3 178 €.  Nous avons réalisé l'estimation du prix de vente de ce bien de manière indépendante et impartiale. Le propriétaire a choisi de mettre un prix cohérent avec ce que nous avions établi. Nous pouvons donc vous assurer que le prix de ce bien est cohérent avec le prix du marché.";https://www.pap.fr/annonces/maison-champigny-sur-marne-94500-r452200080;Villiers-sur-Marne Le Plessis Trévise//Les Yvris Noisy le Grand//Noisy-le-Grand - Mont d’Est
F51/2190 /  19 octobre 2024;45190.0;19/10/2024;199000.0;47.761413;1.604662;maison;F;"Tavers dans le Loiret, village en bord de Loire (45190).

Actuellement 135 m2 habitables
Surface totale 185 m2 + Comble.

Une maison de caractère et de charme idéalement située à 5 min de la gare et à côté des commodités tout en étant dans un cadre boisé et de verdure au calme.
Cette maison dispose : d'une vaste entrée avec placard, un beau séjour traversant et lumineux avec une cheminée, une grande cuisine, une grande chambre sur parquet avec dressing, une salle de bains et un wc.
A l'étage : un palier sur parquet, une chambre donnant sur une terrasse et un grand grenier.
A l'extérieur, une terrasse exposée plein sud , un garage fermé, un terrain arboré avec un cour d'eau.
De nombreuses possibilités d'aménagement s'offrent à vous avec cette belle maison de caractère ainsi que son cadre verdoyant.
Gros potentiel, possibilité de créer 3 chambres supplémentaires au 1er étage, également une salle de bain à finir d'aménager au 1er étage. Possibilité d'aménager les combles.

Vous trouverez dans la série de photos, une illustration non contractuelle d'un projet d'aménagement de l'arrière de la maison, avec nouvelle fenêtre, porte-fenêtres, terrasse et piscine.
(Projet non réalisé).  Logement à consommation énergétique excessive : classe F";https://www.pap.fr/annonces/maison-tavers-45190-r455102190;
E99/0582 /  17 octobre 2024;10100.0;17/10/2024;220000.0;48.484354;3.672084;maison;E;"Maison en pierre de 220 m² implantée sur terrain de  848m²arboré comprenant cours ,pelouse et puits. Beaucoup de charme, entièrement clôturée, dans un village calme avec école primaire. Proche ville tout commerce: supermarché, écoles, médecin, pharmacie, gare SNCF, etc...
 Idéal projet artisan ou grande famille.

Elle se compose en rez-de-chaussée d'une chaufferie de 20m² avec panneaux photovoltaïques, d'une véranda de 37m²  donnant sur une cuisine de 21m² Aménagée/Equipée, en enfilade un salon lumineux avec cheminée et une salle à manger de 70m². Un couloir distribue une chambre de 21m², une salle de douche de 9m² et un wc.

A l'étage un palier, 4 chambres, une salle de douche/wc et un grenier de 35m² aménageable.
Une dépendance atelier de 15m² est également présente.
 Possibilité d'acquisition en sus d'une parcelle attenante de 266 m² avec un garage de 70m² avec grenier aménageable de 40 m²,bétonné avec double entrées hautes (camping car) et fosse de mécanicien.
Agence s'abstenir.";https://www.pap.fr/annonces/maison-gelannes-10100-r449900582;
E60/0873 /  17 octobre 2024;77400.0;17/10/2024;890000.0;48.873694;2.706242;maison;E;"Maison de caractère de 230m2 située en centre-ville de Lagny-sur-Marne, à 10 min à pied de la gare de Lagny-Thorigny.
Emplacement idéal, proche des commerces et des groupes scolaires Saint Laurent / Saint Joseph.

Implantée sur un terrain clos paysager de 847m2, la maison est composée de trois niveaux :
- Rez-de-chaussée : hall d'entrée desservant un double séjour et une salle-à-manger.
Grande cuisine, vestiaire et sanitaires.
- 1er étage : deux chambres, une avec salle d'eau et une avec salle de bains. Dressing communiquant avec les deux chambres. Sanitaires.
- 2ème étage : trois chambres, un dressing et une salle d'eau.

Un grenier, un sous-sol ainsi qu'un grand garage deux places complètent ce bien.

Exposition est/ouest/sud.

Travaux à prévoir.";https://www.pap.fr/annonces/maison-lagny-sur-marne-77400-r446000873;Lagny - Thorigny//Bussy-Saint-Georges//Vaires - Torcy
F49/2881 /  17 octobre 2024;75012.0;17/10/2024;275000.0;48.836013;2.394236;appartement;B;"Charmant 2 pièces lumineux et calme.
Au 4e étage d un immeuble d'angle, exposition Sud Est
Fenêtres neuves avec volets électriques roulants.
Quartier commençant.
Transports à proximité.
Charges faibles.
A voir rapidement.";https://www.pap.fr/annonces/appartement-paris-12e-75012-r454902881;Daumesnil (Félix Éboué)//Dugommier//Cour Saint-Émilion
F17/0634 /  17 octobre 2024;40130.0;17/10/2024;34700.0;43.639999;-1.43117;chalet,;;"Mobil Home en excellent état, comme neuf !

C'est un excellent endroit qui propose multitudes d'activités.
Le prix des parcelles est très intéressant et l'animation plait beaucoup.
N'hésitez pas à me contacter pour tout renseignement, ce sera beaucoup plus simple pour vous expliquer les modalités de fonctionnement du camping.

Le mobil-home : - Surface de 37m² ( sans la terrasse )
- Pièce de vie comprenant plaque de cuisson, réfrigérateur, micro-onde, vaisselle...
- Trois chambres ( un lit 140 cm et 2 chambres avec deux lit de 70 cm)
- Une salle de bains
- Un wc indépendant
- Terrasse couverte depuis peu

L'emplacement :
-Cabanon de rangement extérieur ( chaises longue)
-Ombragé sous les pains

Le camping : - Grand parc aquatique
- Nombreuse animations, spectacle tous les soirs, restaurant de qualité ( pizza à emporter ), supérette, location de vélo, salle de sport, laverie.";https://www.pap.fr/annonces/mobil-home-capbreton-r451700634;
F44/1488 /  17 octobre 2024;70400.0;17/10/2024;185000.0;47.594383;6.722601;maison;F;"Idéalement situé, dans un quartier très calme, dans une petite impasse, à proximité des commerces et des commodités.
Voie rapide à 1km qui relie l'A36.

Charmante maison datant de 1969 sur deux niveaux d'une superficie de 93 m² édifiée sur un terrain piscinable de 793 m² entièrement clos et arboré comprenant :

Au rez-de-chaussée
Une entrée donnant sur une cuisine ouverte aménagée et équipée, ouvrant sur un joli balcon avec  vue dégagée, un double séjour orienté Est.
Un couloir dessert trois chambres, une salle d'eau, wc séparés.
Parquet en très bon état sous le lino

A l'étage
Des combles aménageables d'un peu plus de 60 m² ainsi qu'une quatrième chambre de 12m² environ avec une belle vue.

A l’extérieur
Un très bel espace aménagé en un agréable et spacieux jardin avec cabane de jardin et belle vue dégagée

- Chauffage fioul, (carnet d'entretien)
- Garage double,
- Escaliers extérieurs en marbre,
- Buanderie,
- Cave.

Idéal couple avec enfants, familles nombreuses
accueil périscolaire avec restauration

Taxe foncière :  680€  Nous avons réalisé l'estimation du prix de vente de ce bien de manière indépendante et impartiale. Le propriétaire a choisi de mettre un prix cohérent avec ce que nous avions établi. Nous pouvons donc vous assurer que le prix de ce bien est cohérent avec le prix du marché. Logement à consommation énergétique excessive : classe F";https://www.pap.fr/annonces/maison-couthenans-r454401488;
F50/1913 /  19 octobre 2024;93250.0;19/10/2024;290000.0;48.884554;2.508204;appartement;D;"Unique.
Au 4ème et dernier étage appartement traversant 64 m2 à Villemomble.
Calme et Lumineux.
2 chambres, salle d'eau avec douche, toilettes séparées, Séjour 30 m2 avec cuisine ouverte, deux balcons/terrasses de 17 m2 au total, au calme.
1 place de Parking et 1 place de parking boxée.
3 codes sécurité, immeuble construit en 2009, aucuns travaux à prévoir.

A 8 mn à pied du RER E LE RAINCY
Ligne 11 Rosny à 8 mn en bus
Charges copropriété 150 E/mois.

Photos supplémentaires et dossier sur demande.
Direct propriétaire / pas d'agences ou mandataires s'abstenir, merci.";https://www.pap.fr/annonces/appartement-villemomble-93250-r455001913;Le Raincy-Villemomble-Montfermeil//Les Coquetiers//Gagny
F38/2681 /  17 octobre 2024;72000.0;17/10/2024;187000.0;48.012662;0.206264;appartement;D;"Situé au Mans, dans le quartier de Maillets / Croix de Pierre.

A proximité des commodités et station de tram au pied de la résidence.

La cathédrale St Julien, le théâtre, le célèbre marché dominical des Jacobins, le complexe Pathé, le nouveau complexe sportif Coubertin, le musée et parc de Tessé, le centre commercial des Jacobins (Fnac etc.), la mairie, le centre historique du vieux Mans, le lycée Bellevue, la Poste et pharmacie sont à moins de 10mn de marche ou 1 station de tram.

Au 4ème étage avec ascenseur dans une résidence bien entretenue et sécurisée.

Appartement traversant 4 pièces de 117m² loi Carrez.

Il comprend :
•	Une belle entrée,
•	Un lumineux salon/ séjour,
•	Une cuisine indépendante,
•	Un bureau,
•	Un WC séparé,

Un dégagement dessert l'espace nuit avec :

•	Deux chambres,
•	Une salle d'eau,
•	une buanderie assez spacieuse

Vous bénéficierez de nombreux espaces de rangement récemment refaits .

Le bien inclus également une cave au sous-sol ainsi qu'un garage couvert et fermé (accès sécurisé).

Informations complémentaires :

•	Le chauffage central au Gaz (installation collective). Actuellement en étude un raccordement sur le futur réseau d'eau chaude urbain afin de diminuer très sensiblement les coûts de chauffage et d'ECS.
•	Le nombre de lots à usage d'habitation est de 56.
•	Aucunes procédures en cours dans la copropriété.";https://www.pap.fr/annonces/appartement-le-mans-72000-r453802681;
F21/2439 /  17 octobre 2024;69003.0;17/10/2024;448000.0;45.761881;4.843235;appartement;E;"Idéalement situé à quelques minutes seulement des commerces et de toutes commodités (espaces verts, restaurants, écoles, transports...)

Au sein d'un bel immeuble de 1930 bien entretenu et sécurisé, au 1ere étage sur 5 avec ascenseur.

Bel appartement traversant - avec de beaux volumes - au charme de l'ancien d'une superficie de 92,63 m² comprenant :

• Un vaste hall d'entrée distribuant toutes les pièces de l’appartement,
• Une lumineuse pièce de vie orientée Est avec cheminée,
• Une cuisine indépendante aménagée avec cellier attenant,

Deux chambres et cheminées dont une avec une salle de bains avec baignoire, douche et lavabo et la seconde avec un espace toilette avec lavabo, wc séparés.

Travaux de réaménagement possibles pour la création d'une troisième chambre, transformant ainsi cet appartement en un T5.

- Chauffage au gaz individuel,
- Double vitrage (une des deux chambres avec double phonique en 2013),
- Parques, moulures, cheminées.

Une cave voûtée de 16 m² complète ce bien

Charges de copropriété : 348€/trimestre
Taxe foncière : 1.100€/an

Cet appartement, offrant confort et emplacement de choix, est idéal pour y vivre mais peut aussi parfaitement convenir à une profession libérale ou une activité professionnelle grâce à sa configuration adaptable.  Nous avons réalisé l'estimation du prix de vente de ce bien de manière indépendante et impartiale. Le propriétaire a choisi de mettre un prix cohérent avec ce que nous avions établi. Nous pouvons donc vous assurer que le prix de ce bien est cohérent avec le prix du marché.";https://www.pap.fr/annonces/appartement-lyon-3e-r452102439;
F29/0851 /  17 octobre 2024;92100.0;17/10/2024;730000.0;48.833496;2.227097;appartement;D;"Très bel appartement traversant  au 2ème étage de 90 m2 avec vue imprenable sur la Seine et la forêt de St-Cloud, proche de toutes commodités, M° Pont de Sèvres (ligne 9) à 7 min à pied, Tram T2 à 10 min à pied, M° Rhin-Danube (ligne 10) à 15 min à pied. Ouverture prochaine ligne 15.

Immeuble de standing (60-70).
L'appartement est composé d'un grand salon-séjour de 40 m2 face à La Seine exposé Sud Ouest  donnant sur un balcon de 9 m2, d'une première chambre de 12,93 m2 sur cour, d'une deuxième chambre de 11,33 m2 sur cour, d'une entrée de 7,80 m2 avec placard, d'une cuisine Schmidt de 8,30 m2 équipée d'un lave-vaisselle intégré 6 couverts et d'un four, d'une salle de bains de 6 m2 et d'un wc séparés de 2 m2.
Une cave et une place de parking non nominative complète ce bien.
Charges mensuelles comprenant eau chaude, chauffage et gardien : 312 Euros.
Impôt foncier : 870 Euros.

Dpe en cours.";https://www.pap.fr/annonces/appartement-boulogne-billancourt-92100-r452900851;Pont de Sèvres//Musée de Sèvres//Billancourt
F18/1283 /  17 octobre 2024;92160.0;17/10/2024;90000.0;48.741586;2.297334;local;E;"Vend local à Antony, 3 minutes du RER
Peut convenir pour bureau, profession libérale, Cabinet médical pour infirmière, psychologue...
25m2-, 90 000 euros
Local peut redevenir un local commercial via autorisation administrative

Disponible en fin d'année 2024.";https://www.pap.fr/annonces/local-commercial-antony-92160-r451801283;Fontaine-Michalon//Les Baconnets//Chemin d'Antony
F21/0958 /  17 octobre 2024;94250.0;17/10/2024;335000.0;48.816161;2.340361;appartement;;"Dans le quartier pavillonnaire ""Plateau de Gentilly""
Idéalement situé au pied de la Gare RER B de Gentilly, (bus 125 au pied de l'immeuble). A proximité des commerces, écoles et toutes les commodités,

Cet appartement au 4ème étage sur 6, avec ascenseur, se trouve dans un immeuble ancien en bon état général.

Ce lumineux appartement de 61,23m2, entièrement rénové au niveau des peintures, présente une disposition soignée.
Il comprend une entrée débouchant sur un couloir spacieux et desservant un séjour avec petit balcon, une cuisine aménagée séparée, deux chambres (donnant toutes deux sur une cour) avec des placards de rangement, ainsi qu'une salle d'eau avec douche et des toilettes indépendantes.

Équipé d'un chauffage collectif au gaz et de double vitrage, l'appartement ne nécessite aucun travaux, et la prochaine assemblée est prévue en avril. Une cave vient compléter ce bien.

Les charges de copropriété s'élèvent à 2800 €, et la taxe foncière à 1490 €.  Nous avons réalisé l'estimation du prix de vente de ce bien de manière indépendante et impartiale. Le propriétaire a choisi de mettre un prix cohérent avec ce que nous avions établi. Nous pouvons donc vous assurer que le prix de ce bien est cohérent avec le prix du marché. J'utilise Whatsapp et Skype. Vous pouvez proposer un appel vidéo pour visiter le logement.";https://www.pap.fr/annonces/appartement-gentilly-94250-r452100958;Gentilly//Cité universitaire//Stade Charléty
E85/2304 /  17 octobre 2024;75017.0;17/10/2024;200000.0;48.879818;2.3048;studio;F;"Parc Monceau, (limite 8ᵉ à proximité immédiate du parc) vue sur les toits en zinc typiques de Paris ...

Je vends mon studio de 14 m²  au 6ᵉ sans ascenseur et son annexe de 3 m², adjacent.
L'annexe peut être intégrée facilement ou garder son indépendance grâce aux deux portes d'entrées.

La plaine Monceau est un quartier chicissime où l'on se sent en sécurité.
L'immeuble est protégé par un double code.
Une gardienne, à demeure, sympathique et souriante, veille sur les habitants.

Métro Courcelles ou Parc Monceau.

L'escalier de service ( Parquet et tomettes parfaitement entretenues ), spacieux, refait à neuf et  inondé de lumière grasse à d'immenses baies vitrées, vous conduit au 6e étage, celui des chambres de bonnes typiques des immeubles bourgeois Haussmannien de la capitale.

Tomettes laquées

Fenêtre sud-ouest, double vitrage.

Une mini cuisine équipée.
Une salle d'eau avec douche et lavabo
Un châssis Parisien vous offre la lumière du ciel

Toilettes sur le palier
 Possibilité d'installer facilement des toilettes dans la salle d'eau.

Calme absolu.
Lumineux.

STUDIO
13,65 m2 Carrez soit  :
séjour 10,06 m2
Cuisine 2 m2
salle d'eau 1.59 m2.

ANNEXE
3.35 m2 carrez

MERCI AUX AGENTS IMMOBILIERS DE NE PAS ME  DEMARCHER !!!  Logement à consommation énergétique excessive : classe F";https://www.pap.fr/annonces/appartement-paris-17e-75017-r448502304;Courcelles//Monceau//Wagram
F24/2151 /  15 octobre 2024;84300.0;15/10/2024;154000.0;43.837601;5.045154;maison;E;"Maison de ville à Cavaillon ! Pas d'agence svp.
A 2 min de Super U, 5 min de la gare le tout à pied.

85 m² loi Carrez - 126 m² avec terrasse + combles
2 étages.
3 chambres
2 combles aménageables
Cuisine séparée
Salon
1 Salle de bains + 1 douche anciennes
2 wc remplacés en 2020.
Terrasse ensoleillée côté cour 10m².
Nombreux Rangements.
Carrelage sol en partie rénovée (entrée, chambres, salles d'eau).

Voisins agréables et calmes.
Visite possible le week-end.

Charge Copro 250€/an (Assurance uniquement)
DPE date de mars 2024. (par WhatsApp uniquement)";https://www.pap.fr/annonces/maison-cavaillon-84300-r452402151;
E79/0293 /  19 octobre 2024;94100.0;19/10/2024;730000.0;48.797542;2.491826;maison;E;"Maison de 117 m² dans le quartier d'Adamville de 3 niveaux sur un terrain de 190 m² avec garage.
Rénovée entièrement intérieurement en 2020. À proximité à pied des commerces, écoles/collège, marché d'Adamville, théâtre et cinéma.
Au rez-de-chaussée : une cuisine /salle à manger ouverte sur le salon, une entrée avec placard et wc.
À l'étage, vous trouverez un couloir qui dessert trois chambres, dont une suite parentale avec salle d'eau et wc. Accès a un grenier de 30 m² par une trappe pour le stockage.
Au sous-sol (semi-enterré), une buanderie avec un grand espace de stockage et rangement. Une chambre et salle de bain avec baignoire et douche/Hammam.
La maison est équipée de double vitrage phonique/sécurité à toutes les fenêtres, d'une vmc double-flux, volets électriques.
Chauffages électriques à inertie ou au sol dans certaines pièces. Système d'alarme et vidéo surveillance.
Bien disponible à partir du mois de Avril 2025.";https://www.pap.fr/annonces/maison-saint-maur-des-fosses-94100-r447900293;Le Parc de Saint-Maur//La Varenne - Chennevières//Champigny
A09/1304 /  18 octobre 2024;93260.0;18/10/2024;1299000.0;48.879757;2.423485;maison;C;"Rare. Vaste maison contemporaine d'architecte sur 3 niveaux + sous-sol équipé, limite Paris 20e au métro Mairie des Lilas et Gainsbourg.

Espace de charme d'environ 200 m² , jardins clos arborés et terrasses, 8/9 pièces et dépendances, 9 m sous plafond, ultra lumineux.

Lieu d'exception édifié sur 252 m² de terrain.

A 6 mn à pied du métro Mairie des Lilas (ligne 11), 3 mn du nouveau métro Gainsbourg, quartier résidentiel et proche de toutes les commodités, écoles à 2 pas, au calme absolu.

Double orientation Est/Ouest.

Au rez-de-chaussée : entrée, cellier, cuisine américaine ouverte sur grand séjour éclairé par de grandes baies vitrées traversant, hauteur sous plafond 9 m type loft, salon, bureau/chambre, wc, grande cheminée pour vos soirées hivernales, salle à manger de plain-pied donnant sur terrasse et jardin sans vis-à-vis avec une impression de vivre dedans-dehors.

Au 1er étage : suite parentale donnant sur jardin au calme avec salle de bains balnéo et douche, wc indépendant, dressing, placards intégrés.

Un pont sépare la partie parents/enfants pour plus d'intimité.
Ensuite : 2 chambres enfants ou bureaux, 2e salle de bains, 2e wc indépendant.

Au 2e étage : studio tout équipé donnant sur toiture terrasse solarium arborée de 40 m² plein sud équipé d'une douche et arrosage automatique, un petit havre de paix à 5 mn de Paris 20e.

Au sous-sol : cave en terre battue semi-enterrée, garage atelier, salle de jeux (possibilité studio ou home-cinéma), buanderie, chaufferie, wc.

Côté jardin arrière : tonnelle de 9 m² avec salon de jardin, terrasse et jardin arboré sans vis-à-vis fleuri de 100 m², remise de jardin.

Beaucoup de charme, petit havre de paix.

Chaudière récente gaz à condensation, bonne isolation thermique et phonique.

Prestations haut de gamme, pas de gros travaux à prévoir.

Lieu plébiscité dans la presse spécialisée de décoration.
Espace idéal pour famille ou mixte activité professionnelle et personnelle. Agences immobilières et de  diagnostic s'abstenir sauf si mandat de recherche avec acquéreur qualifié J'utilise Whatsapp. Vous pouvez proposer un appel vidéo pour visiter le logement.";https://www.pap.fr/annonces/maison-les-lilas-r400901304;Mairie des Lilas//Porte des Lilas//Collège Gustave Courbet
F01/0490 /  17 octobre 2024;95350.0;17/10/2024;769000.0;48.996455;2.335723;maison;C;"Proche de la forêt de Montmorency. Tous commerces, écoles, commodités, transports à proximité. Située dans une zone pavillonnaire très calme.

Jolie maison indépendante de 175 m2, très lumineuse avec son exposition plein Sud et très calme, elle est édifiée sur une parcelle de 900 m2 avec terrain arborée et clos.

Sur trois niveaux, elle se compose de :

- Au rez-de-chaussée : l'entrée donne immédiatement sur la très grande pièce de vie avec salon / salle à manger et cuisine équipée ouverte, le tout avec de grandes fenêtres ouvrant sur la terrasse, une chambre parentale avec dressing et salle d'eau / wc, un espace buanderie ainsi qu'un wc indépendant.

- A l'étage : le palier dessert l'espace nuit avec trois grandes chambres (dont une avec suite parentale), une salle d'eau avec douche, un wc séparé ainsi qu'un vaste grenier aménageable.

- Au sous-sol : garage en sous-sol total avec coin chaufferie et coin rangements.

Chauffage gaz. Double vitrage.

Taxe foncière : 4067 E";https://www.pap.fr/annonces/maison-saint-brice-sous-foret-95350-r450100490;Groslay//Deuil - Montmagny//Sarcelles - Saint-Brice
F40/1694 /  17 octobre 2024;75012.0;17/10/2024;680000.0;48.850683;2.376844;appartement;F;"2/3 pièces Square Trousseau 52,5 m2, au pied du métro Ledru Rollin et des commerces.

Bel immeuble pierre de taille. Parquet, moulures, cheminée. Premier étage sans ascenseur.
Appartement en très bon état.
Séjour / Salle à manger (25 m2, 2e chambre possible) avec vue imprenable sur le square Trousseau. Chambre sur cour avec salle d'eau attenante. Cuisine équipée. Dressing aménagé. Nombreux rangements. Radiateurs électriques Campa connectés.

Charges : 450€ / trimestre
Taxe foncière : 1000 €
Electricité (chauffage, eau chaude, cuisson, etc ..) : environ 1400 € par an.  Logement à consommation énergétique excessive : classe F";https://www.pap.fr/annonces/appartement-paris-12e-75012-r454001694;Ledru-Rollin//Faidherbe - Chaligny//Bastille
